recipient,artist_profile,num_drops,num_unique_minters,num_farcaster_minters,num_transactions,usd_value_of_transactions,uuid_list,application_id_list
0x3d4B58964Ed615a2622E7e0eB66013B395718C98,"manytle.eth",2,652,283,807,1399.0290183299999,"['59f9d1e9-e0e6-4128-9835-cf729d4bcdef','c73cee98-499c-496d-bca9-1d8ddc34b284','84e92437-5c73-4806-852e-d678211dfe03','7c8a3a32-73f1-41d1-bb37-9fc20371f2ea']","['0x65d2350e916d7ef5131c7f49588373bbd2de083348557e3f7e499e708b52b66a', '0x0b9c05c702652557474493039416f5ba8b9fbd7dc1898452d903c44ed467f967', '0x119e09ab366737fdd36a754796812f8526788922e5452316cb19a06b0be6c27f', '0x1bc9ea9060daa960ba27f4f59d85c06bf84b729a8efec0b88f058767b8f8c8b1']"
0x3eEFAa9d6e2ab7972C1001D41C82BB4881389257,"ispeaknerd.eth",13,180,154,265,5471.072583687882,['66640140-f5e8-415a-90e4-e7228b7a8a23'],['0x0bd7c7e9db2ce8ad00aa83014e9d3a0de8d99c09271883eb59437760a5627d92']
0x3f08a8029BCa8AfF2e9C0b828F2a3485C620A644,"monikanft",5,160,117,228,977.9281807962057,"['abd622c3-4750-4715-9ea3-975634dc11e0','357cb93d-eec9-43d7-a729-a035a8cd4876']","['0xf9c29c39bb18303c3ace0327447e9c1c9d2305681f49e8d74c7df30477ae7f14', '0xd0b8a25d03314596ce302561eb5525c328de27addab5583e8a5f88c9013b9679']"
0x4005470902ba4113d8D92E6AB4413C6142dC7150,"adnum",14,670,411,774,80.28079291946014,['60e3199b-39bd-48d1-9ac5-42aaa41fd432'],['0xa6ce8f178b0ed590a84bd056c1bb06c9368bceda9f14f51a6e2a688ff218ecac']
0x409538216575caefE49af5Af9B12ef4b4496041B,"arsalang75523",3,2,1,9,3.723806536701922,['f0320e17-8922-4113-b394-502a23137a7a'],['0xe0c50a809f377913e6f8ecabfc7a7fe951c43ecda9e5cfa25effe69ca38cf5e5']
0x41AB1D15fD3c4888b1c5d7E480df5233C82Aab48,"yellowcard",2,1,1,2,0.0,['f57396a4-edec-4415-841f-ff065b057ab3'],['0x77056437e17970306aad489e4813998f20e3a0925a226e7230b8dab285b64e73']
0x42Ab1FD7Acf8eb27Be57B64D829c6Ae7Baf3E791,"blockybulls",5,1653,29,1719,31.291891,['ceddbb35-fe03-4c88-93de-da4cba8b0bcd'],['0xa174678fa146ab2d43f56fc64567ad1afc85483859071c4862e71d8d630ec87d']
0x435172C1B669839dE487c8A26BeE3124E2f06D78,"hanma",1,1,1,1,0.0,['c50abe5e-ad79-4707-9beb-9e91edef299b'],['0x092a6fc3cce81c8eedd578519e396dae9f7881df31c6f82eadb9be8e6baac88d']
0x45052B2C15D9BFC3E64ADf9D2F0fc28fD0e6cE71,"pramadan.eth",12,12302,3250,12663,3344.607809082893,['57d3fbef-b17c-410b-9a09-5660fa0412e8'],['0x1efa4e8e758e6c6f7fb4af7c208cbec1b32af7bb422d70f27b29ba1d81aae9ee']
0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,"awkquarian.eth",1,43,25,71,0.0,"['9c812967-de4a-42e0-be53-5b684ca7fa2c','eb70eba6-c999-48a6-aadf-b5bffa6fed7a']","['0xcd6b4534ff4c9b52db053894e17a259f5291c05b70a60a06dd40ca503f7e889a', '0x0ec4b51efb2063667755735f74fb8b3b7cb1a9532c17a31c1750d978668f62e4']"
0x4556968Ea1194335B4D7D722E024d1FBD75421ac,"stc",1,48,37,64,2471.4007799999995,"['0b95a75d-7b41-4c68-8833-a2131a5f14be','d7f95499-b32b-4c72-b00d-bc75e3142a2d']","['0x3eeebf24a1f9f772547a8b2344fe3ca9031a7a417f8b5550711a6aeced562ad9', '0xd75d09f5b7884a36ed4478d570f086a8a47d516c32ac7c83f4282b47dbc99d00']"
0x461acd846B4cc249b96242F1AB7c72a39d94747c,"kingfishersmedia",12,1,0,13,0.0,['909170d4-2eb6-45df-bf78-de48190af559'],['0xff60921c44aa3547bab2a7885e7aa1877e7ed444fc81b01836d87d3404bea47f']
0x49000B54784C0359A9ed744a5f3505d39043e451,"blooh",10,1379,545,2531,156.19760808800075,"['a89a0df3-b9af-4bf0-a8b3-c3793c70e2be','ece12bca-735c-47c6-9813-e60bebdcf8e1','601c9165-1b9b-4553-8f84-bf7b9f325e24','80cee81a-58b8-4e14-a70d-700604b397e0','acaa895d-ee8f-4a52-9910-8e9ce30d4308','95db4742-277b-4f2d-925b-7a1710e8a688','aac3b27b-d815-4af7-9d66-3868aba95b79','bf4aae0c-7632-42b8-aa22-38e3dac05554','59d68e2f-59de-4834-8445-8365cef0e948','846a46fc-3dd3-4f9d-a3d8-5bb8818d8bd0','318c58ec-7cc4-4721-8322-9b9dd9aae9eb']","['0xbf3953722aab8d72dcb35877114f19ae17cf0e0e64270fe3c754f8c0c8aa4571', '0x13d08d9bf5d46b3d68a7c2fb1efce17ba947f91d2865df9cba4a1a1f95b324f5', '0x88fcd12d96eb5f43a994926539eb2517e053f84435d6119222eb5d816efabfd9', '0xb8903048996116f3a36538f6d5efc19757861b84a1da4ad1c4efc79b64d5c57a', '0x677990558d5c49f175f59566d4b1fd6f4498d0584ddbd799543e47e1ae0dfc3c', '0x2c1fbee565eec433b8240d492366367203405b81f8f34820ec9b0de3599b679f', '0x39e1605cdba0ef76f45c87626ce5a661ce27bf6b0886c2ad62baa04ae3430b5b', '0xa7738ab26f07a393d8e145baca5ac2a388187ba8f1ed35e4ad6616b8b936aedd', '0xc03cc4cd76c834aea36d1b69ab3d2bb7953fb55179535952d4dac79668c84e4f', '0x4e54e363b30e880eecd7d2e81b98ab814cac0960e6e0a2a454ad6e0e63a1e4c9', '0x98b4c75bf485328ff6087f723270206875bc51825e091723391d85582a48c2ed']"
0x4cc1a03191dDF0C39d82098f059ef3412113A36e,"viha",8,155,117,285,424.0464309654277,"['b705ddbc-8c22-4b6d-9f37-13be423993e3','252f5c84-9e4f-45f4-b90b-8604a7dc37a1']","['0x3ead155d27abc5eacf8a26672962dad75b4d288e468979b2f508f7d6c105f414', '0x06a70c9d78b265e8180d71bd76db0ea733fac68e0c10f3f8dd77e0103d8e77c7']"
0x508dd44Ff3404e618D430D4562C3773B073a5Ccc,"kylepatrick.eth",15,4710,4193,3202,7240.244846580634,"['ea688469-e832-43cf-87ca-ec30ba56627c','1e18dc4d-b5dc-4304-8c00-ae29ed5fcf9b','248bd551-b97b-4845-912b-02ea22f4b3a0']","['0xa649d6b84f2ac92e5fb313d304530916c45db037f9f5427db21e0d98962ae2c6', '0x87744fd6dcd49642a7113672fb5f8cddbaf92f149e1842fb6c37202d48528f7d', '0x423696dcaf1c1b9d6b340a179cfce271b43bb26284ac74916d02b8263804b074']"
0x5090c4Fead5Be112b643BC75d61bF42339675448,"chaim",12,1251,818,1483,5097.0370174172895,"['033f3087-ea8b-4dbb-9ce5-ecc847829092','970147ca-2781-4930-8710-96e4be41ddb6']","['0xecd4d5e878e6a431b56a3f80f5505b4ccba18509836871d4c73e0df214ff5d43', '0x3b49f0edb62cd5afddceb0802e6ee7d1db16d3075212258ef9cc28c99f672df8']"
0x52fF89d20e24e2a0Bd853567f6a1AD423FE13234,"cyrus",1,575,306,610,4444.4904930000075,['8c5e0260-8694-4931-9486-2c526771633b'],['0xec393f8dd29d9dd3aa4ff52b6f10d523a060a8523e4b1b1c57c1f34ed02cf7cf']
0x54A80e0417008dB88036F4Fb2C4646264717f7a6,"rileybeans",3,35,29,36,51.73130912999999,['dd55b17d-fe09-463c-95db-3ff94b019010'],['0xf96d8c886ae81e2d79dd66e05b4c5aaaf1f2fde05ae0f990769849065949ba65']
0x575c8A992EC082f3650432dE77c1CbBCCf568200,"usersteen.eth",3,1321,941,2021,4700.104734029998,"['0212cfcf-3814-48d7-8adc-9594b3e88b7e','0c7d4589-1d6c-4fc3-9d18-4c7c3b913086']","['0x9ba88460dd5879427e9701a2c313c783de8aa495ff837ef987c943a44c247204', '0x98b8217e917b72e96fd238c572d5369c496987cb9fb4c07631dec2bc1a37bd51']"
0x589FFBbdA0EaCD5A9C2BA208b379c886B2630503,"thepark",30,44930,20309,54220,115414.263018406,['21f12c2a-ff53-4a19-b2ad-e57c09394480'],['0xd11a7fef9c675e8d32b1d1d3d2ede96a82b1baa84b214a74811abaffbed7ab55']
0x58cb89c8BBAB3fF6B025fC140979caE5Da7a53Dd,"homaamini",4,3,3,13,2.15157516,['29e90d29-e3a4-4ea9-86cd-5c41fdffd1b8'],['0x8cddcb8722908033f9617afca0b758c981cc0fc070b9cff4f0c230a1ef10f799']
0x590f4cA9b70860d1B89be8A7e69f22E59f6dCF6f,"mikkolagerstedt",6,207,186,253,921.4787587000003,['c6d55e98-2e93-4bb8-a480-cae8a4bf2a99'],['0x80ab78fd6e785e09395d091f6481f4ad765b5f9f79fffe78ca740d618ce61991']
0x5B45daBABe4756460D131C355d36cC4F82EDccf3,"saegirl",1,2,0,2,0.55315851,['ea598ca7-7c99-4197-8275-d15ead9395af'],['0xfc5dc27f3bfff334d93a3b10a423844a4e0ccee55c0446cc274c34f671cfac93']
0x5B759eF9085C80CCa14F6B54eE24373f8C765474,"jake",7,14763,9068,20451,60058.93426068899,['e30f30c7-195a-45a1-87a4-cc5f50a05775'],['0x8c0a5502f8f9c262c97ffb0d0b958ff934692bfc3c89e30275bccd5e87fbbba5']
0x5C8F77BE6639CBd5B669e409c610926Cc4E0E6Ae,"chriscocreated",14,3018,2310,3505,7256.631144650005,['7e199455-20e0-4fd6-8c58-be4e976f7459'],['0x9a8342e10a6ad20b8be752d70251a86d3b81df4dd60b5ccae211921103eb3928']
0x5CdF8F7c2951022064039d36B6076582a82dCC6c,"with-dani69",5,57,54,70,133.15064311000003,['d115a5f1-f88a-468d-8988-2f062c02331e'],['0x281871cf1c1a61f52480ecf3af2272d16fc43fda10ad8d78032ed00d229cf611']
0x5D802e2Fe48392c104Ce0401C7ECa8a4456f1F16,"toadyhawk.eth",9,1739,1350,1989,53676.49750649002,"['0edaa531-9bb7-4681-83da-d68d05988c44','8b533207-6326-4e37-8be7-c4a60f356d70','685ef239-8776-48ec-9bfb-e38ab2d8d5c1']","['0x1d7fc95021b409e2ee1add835527f835975635d22bb4e007a7c64d4af8371711', '0x7384b40faa6af048295722dc8205e3a7a72a4dd781289b3afdcf3540debd5f16', '0xbeae2eb0a88bab1388decd7b75ae62929368c6dece8b065661c5019a25c5db58']"
0x5D85e0403f815Ce6b88FA7653Ee84e46E5f59B95,"anemale.eth",7,1109,702,1408,2372.851530600128,['7628390c-30e8-4095-b115-4e055ce20989'],['0x3d4b5c2a32a65402a0b220ce38ac0a7be2a8a790187f2b4547d0b9500bf7e157']
0x5de2B5B72A0b49f7D4490a1fEF61Afa8415971F5,"pasbanam",30,598,565,298,16.15570554,"['d037864b-d216-451a-a46c-cf587766d6ab','48f868ab-a3b0-45db-bbf3-7fbd9c329533']","['0x04febf678f481608dff4e6c47794f76cb7f7d9dc115c3107981d826422d029b9', '0xe5f7e31b53d28aff71d309acc8af321d594942b4d0d8717ff3da9a453268faf5']"
0x5f21B25B5c642BC56859901C1e6EDFD5fA3c1689,"twanz.eth",3,2,2,4,1.75618317,['7e1c6536-2402-4cd5-a96d-793b716956e4'],['0x12c4df208edf8ceda4277bb30f570cdfeb78add8e29e78b7de14c7089f1a8073']
0x5fB8bbf7B9C064BCF41ad99Cf8736b1b204FF9f2,"jeyloo",2,1,0,4,0.0,['d80ff7b9-4913-4585-8272-c0c04ade3c31'],['0xac2b9ac6af6b15b67d01a7afc988561e6058ee3634789a6b9cb27b7ac87c6d70']
0x61F3452194de23C765560415894f0249560eCbdD,"haruya",5,181,85,437,106.18099084074399,['87a0d54f-e629-4871-b3c1-1127f9fca3e3'],['0x94cf3f992b9f55a513ed93fcf78d47ce3017dda921248c08505df000f3d6003c']
0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,"hypodropd",52,1186,581,3607,1811.2334107166512,"['46d04a32-72ea-4ad0-a69e-08fa2a8e1ffa','e1d5477e-b30b-43ff-a342-94d7abbe6616','d49da5b1-b921-4bb8-8d9f-7cb5f9df4c0d','e0505063-a3ad-4af1-bdf1-28e103188c52','6a0ef0ef-2a1a-4ca0-91f3-677f14054c04','fe57a377-74d6-4129-911a-ecc65f01a14b','3a0e3f4f-4862-4269-9500-d3fbd8c1e321','b81f7e08-41d9-415e-b227-1d750a31af07','1b9878dd-39b1-4289-9e84-cc05ecf88c05','0e4ca90c-d631-4f7f-8fcb-ba47f427b1a3','50f372e6-45bb-4b2b-a503-dc59f418ae8e','23513b79-4c8d-4217-819d-6af599131597','6f6e606d-0dea-4a5c-b756-35667d65bc61','03adc80d-f45b-47b9-8a2c-2391be8958bf','26d03d43-2ae5-4caa-8db5-6f506b43dabe','e511d1c4-abee-404f-9407-b3870c81a791','4445a07c-3b7f-4b9e-be16-10a5ecab376b','6e4cb254-2bda-4b0c-9dec-354ca7f00182','2b5f9e04-50d9-4e09-8bec-76e6758c3690','9a283635-30c9-484c-ba55-4744ca0c7dd2','5de0f909-22a3-4cf3-994b-8256e2efdb3d','ffa99d2d-b42a-46e6-864f-49e0f573c7c3']","['0x3b588e79ff4390ed975ea3e001e8e1a512f2975b4e0803971f72b8197a55d7fc', '0x17d4e09ad7717b20d7554d0307119b183c19aa9813a42ce44726435975898fa0', '0x5a862d69ba14d0513a6692a0aca18e925201671b050bbf0adda894a4337f6f15', '0xa9051dff046af01d6e3ad7450a9746cf9bf4348d34a19c8920468b27d6682d3d', '0xf31bcac8d2efd1bc2ad7ca79a05218f90b789c19836955daf884eb1875a3852b', '0xa764ce02c6447b1b1ea6388ae52b09ce738d90f0e3963b6c247bc9bd1b67610d', '0xc82ce5f638ff0c13f85bacb47c0fa50a54df2f038c29ed53965ebb0ab51855b4', '0xe038ed4ca70742da2616eb32e8065f54fa1d43f662cf580bffe5b107d0b3ddae', '0xbbe397917af55e73daf94d93a78ab9dcb6aa45ed1ef6140ebaf8bbf373684352', '0x95de836e265280887906380efc2371f1246c2d3794ac4de3f45e18415512bea6', '0x54fda5edfe576f5a42894af88e5d63e653bdc9bc9c6900f5cfe42b21f88480e3', '0x12bdf6c6589f50e450d9c44b871c1565526e8b6485b6eb7781708f7cf67190b8', '0x18e1fae39164d2ec410fd2fcacc4b29353c5f59cbbc19adecfcad0d99a718c42', '0x25f0a393711624e33d18791f30d045e6fe73f35c5657c088c0648ae9fdeccffb', '0x7143e33fcc4b76fc156df95bbb8516a3069629930edf2a8df19154e40279bc75', '0x45c7ef947ad6d6ebf784cd926f73c43ca4a91a9a69c6adf650e2095c015d0f8f', '0xe2b68f9df5f2bdd3cc8b3d96fc0226600a84b0ac3a32fce5b4b886baeb2444fd', '0x15eb300f1577424846f8e99b515c3fcb760d2fe625de01bd83ace60aa756576f', '0xe6535fd50941f7f9dcf02c0637bc62138b41977fa00bf4253e9e30b853427ef9', '0x72bedd1382bc617f38ee71da881984d0dc0acca8091f22f5b40965f51d9e08f5', '0xd46215796c3cb272d17de796e8f6123e45166dc1d8c767a52e9ac7cd4f518015', '0xc1c39dac98b841efa86f91cdbdb4a761b7582e539158b89a4b2931660a0653ba']"
0x620CB697d40B5Ae77008e63aEB2F105Fe0F3BFcd,"evsim.eth",19,57,53,401,26.39225844786835,['0d3df48f-b7d3-413b-8606-0f6bff5be3eb'],['0x11ab4d65fe2655dad0a5102b0633e8da051f05009887397c0cffe3d45ad919a4']
0x627731584e3B1f0d731BEE6b5ACD090372CbA5A1,"pegah",4,29,15,35,68.22557280000001,"['995688e9-0595-46e1-9c86-3356ddf65285','8b77f0e1-dc67-464c-9459-27bd41dd0469']","['0x9cc2ea5b5d134d3a82ef2a94c02d70e60816977d170ecbb34fcbc37c11b03f52', '0x8d258978bb2271a0eb102452671af4203bbf26bff6abead90995e52bb91f0e1e']"
0x62873F603c1247929D574c4647A488d471DeEDe0,"chr30",5,2766,44,3085,28.204421,"['c8a77ede-eab3-4160-86e3-52f5265672f8','841d4ccc-d13c-4eab-bccf-9b19866ea8f0','a77fcdd9-0818-41b9-886e-9db18444927c','61a8beb7-5de6-4011-9f83-f955347a449c','d4e299dd-0a4b-4a24-a412-29702e28843d']","['0x29fdb25f301a2d8ca376118e8dfe88c8cb4737b1256d125b9185ce2a37e0ac2b', '0x1c56b7f577e50573cdd35631173e08d6ad0a7307faddf174c92db4661486ddcb', '0xbe4177b440f19ad7e752559852dc2e0afe63b974a7b9c1433aaa046e5a31d9dd', '0x75fd7036002fc8c34fe8b2d7a6e5612a796c40757d84502d0de79b04f1453001', '0xd8337155c4999de1ca0666c083be6ecc6f2eee3f438ed36234fe1b8fc4839472']"
0x63e0E1312A693a3E113574060C424d1411ab4d55,"speakingtomato",10,2496,1217,3132,1174.8628832088443,['8bca4b05-8486-456a-8b8e-868469c257b8'],['0x9f459ad3021c11e51d193258767a78f9131e010e89424faecaceea2b817cd00d']
0x64A15b1D2DE581097CB48e5D82619203E24BB3e1,"ohnahji",22,143,91,287,240.33198691600003,['64398469-2bc5-4ed0-9904-d1adabcfb546'],['0x4ed944efd8aa60943a0711dbc2b33fb759adbf2a82ec17648254bea81527bc76']
0x64bF8D9a93A5642cA93d98b5Db88B2Cc953c8426,"mortespiral.eth",29,726,272,1040,1084.223413204717,['c4e67673-630e-483e-a020-a968b537d176'],['0x2b72c30bf7563e45488ac20d105c37279c249b59f732ab49f2aff18a462adeac']
0x6579c3D18EAAba59aD175564F3CD1820d5726056,"sivananthan2001",7,5,5,18,21.99419458,['723a7273-2ad4-45b0-a6ff-060171999562'],['0xb20f3c55c86fd5d5baf4552b2b9e8ba7bdb8c5c88fb8db2a2d289b20969f07e2']
0x658884c6BE7A46cc14229c7646A57c9E049F4A6a,"soulthesea",1,254,228,321,795.1199176200008,['4fa4142c-e327-4867-bab6-562ea0fa8800'],['0xd26597e9ad3788fd6988e3fa11113a4ccc5563acea6e013730f1fcb21397fc49']
0x675D882d6CDcDd8b2eAEA95F21Fbfc6916aF89f8,"chillyazz.eth",14,520,472,817,5521.563174554544,['90bd6d32-e6a5-4339-9c97-5eccfd6d350c'],['0x4c2dc90e74ffc576d69f332d2bf7a345bf0bb0b71ab5db11f553acaca5703430']
0x6826Ba168776251688D4E3a6C4AC430CF4F185A8,"farazelahian",2,11,8,18,4.307448,['e9d828f3-4dce-4805-a40f-f9e49f78368a'],['0xe6fc7bc05f1cb9184a437a468ecfda00cdd7b09e9d0901d0376a0b7bb47304ec']
0x688f1d8b0C59e9716d3512A0Cbf32CDa837544DC,"duodomusica",13,383,213,456,897.6627620276153,['4c0c7095-8558-4491-b471-6ec9fd78e4a8'],['0x93497ad26de85d78b9772db5d3631845154094740a8eb3aef89fac9b56dfe36f']
0x6Af6d6B3fBa247129c32544b53106AB3bb772902,"floc",1,627,590,795,7674.541999999997,['b1f3f5d2-da63-413c-8910-ff72414c719c'],['0xff535b59e848b9c99d3f980c2f86925eb0d9961d1f31c72ed8f35f5ed0455521']
0x6EE8c43976439426108fadEA444Efb016c2f82CF,"beerguy.eth",1,15,14,23,2.9079932162762745,['cd55b9de-6485-4617-a46f-77002b15525d'],['0x70d59a62cebced5cb8c86482abde4ced43ab83221bad2ba101a74bddb23cb5c4']
0x6a7415B36133C6C3957e4772B8009068e170C648,"ethan666",9,134,122,254,370.98925291,['97b4b151-a73c-41f2-88e4-462f1ae4f674'],['0x800402f4f35a4b972ff3b32c60d2217e259148abee44023f97bb48f6754cde51']
0x6d1b0721A5564E0e6984aA74165979771ed00521,"reallyryl",20,988,877,1209,4007.9672423510992,"['d3dd8330-b63b-4760-876b-ce7d9034b40e','21aaf79e-3e32-4c6c-aee5-ff5d04f65d81']","['0x43546b73875937b78003ffcfd1f8d10ce90fefb121613399ea6aac61b2c570e6', '0xd6b4502807711000ed6c2218c6fb08ff6c2a833ec505af7340b84d506904ed1b']"
0x6d25F00225F83A30b59aEc30Eb7965acfffDF51E,"0xshakila",13,751,667,557,8.304643466185569,['a1abff70-14b3-48ec-aafe-fe3c24c71461'],['0xb0960221691a0a7a16d04836ed6c975d3c99a27baaf3f9aab314e433dc720522']
0x6dA0a1784De1aBDDe1734bA37eCa3d560bf044c0,"mxjxn.eth",21,2055,1663,1909,7293.283380510287,['f7e2dfb8-7b8b-4dd3-9c1d-56b5a2450030'],['0x0bfb0354e62b1cd07991994bd76bb2fbb2d7382cc047dc75d4e28ba10bfc9318']
0x6e78b133945b3c1862E7C61a7c984E2c06350388,"themeht",12,182,170,36,0.0,"['94284a0f-2985-44cb-af02-2b7d859d6dcf','44acd761-1aad-4def-b83b-25220b336c6e']","['0x8ee67c73524bc5b455f16a075080403e7ead75945e83af8996f5c15495536c0c', '0x51991b86ca6ed1b2e1b0298705a1af98bccbeab9898b74d0fea83d487297da96']"
0x702ba46435D1E55B18440100BC81EB055574875e,"panik",15,189,119,424,849.02060891,"['6476b680-2ea8-4d07-9a1b-226dc70d200a','92dbc544-3040-494f-a02e-3db410cccadf']","['0x4013596428b12556146012741412595dcf698c86d4e1109b377bc223deb022f4', '0xcb2b0d4468fe9883e1e3d9b15f234890316925163fc65aee205d8a77d300ee25']"
0x717484403E281103f0A00604Db22e0aA21401947,"richtrader",6,64,54,124,7.724093451319268,['5a444dd3-2dc3-4bf5-8bc4-5abbe635f05c'],['0xc98f409005dc4e36ebb848d94b2cd582120b2d857acbd7f3397b368f5f45ab0a']
0x720d3A3AA7c6BeC98Be27a64b9F4F42eb79BaDc4,"ismene",7,2123,1779,532,82.14060315960774,['82343a62-1c9f-47a3-8505-2e98dc13b08c'],['0x2d758177e1c69aa73fc5dc62bd1b90d8d86ac426528792974f962a06edc5d6cf']
0x723bEE2edd9595596a0CA2fa71ce505695735568,"pariisart.eth",2,1,1,2,0.0,['1572b488-74ee-4ed2-b339-19ab463c4bec'],['0x7d5e57081d728347d55e02ebf959c023e14ebee065d663449d9da9ee3c9e2a7b']
0x72A0B75E4c7229219678E7194c05df2F54A9bcE0,"airdroop",15,242,199,282,142.39354836,['e8f115d7-923c-4cf9-b8ec-7092cc384273'],['0x55f47ebd68ad617ae2d4531a6ca5ba73a9a071c6cf22cd15f40b4b0c1829d1d1']
